,atletas.jogos_num,atletas.atleta_id,atletas.rodada_id,atletas.clube_id,atletas.posicao_id,atletas.status_id,atletas.pontos_num,atletas.media_num,atletas.variacao_num,atletas.preco_num,atletas.entrou_em_campo,atletas.slug,atletas.apelido,atletas.apelido_abreviado,atletas.nome,A,CA,DS,FC,FD,FF,FS,G,I,SG,FT,PS,CV,PC,V,DE,GS,DP,PP,GC,aproveitamento_visitante,aproveitamento_mandante,local,partida_data,placar_oficial_visitante,placar_oficial_mandante,partida_id,clube_visitante_posicao,clube_visitante_id,clube_casa_posicao,clube_casa_id,timestamp,campeonato_id,valida,mandante
0,0,139000,15,262,5,6,0.0,0.0,0.0,2.0,False,felipe-teresa,Felipe Teresa,F. Teresa,Felipe Gabriel Cunha Teresa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.67,66.67,Maracanã,2025-07-20 19:30:00,0,1,334027,8,266,2,262,1753050600,26,True,False
1,9,124271,15,285,4,6,0.0,3.07,-0.16,4.47,True,gustavo-prado,Gustavo Prado,G. Prado,Gustavo Prado Alves,0,1,6,3,4,6,6,1,1,0,0,0,0,0,0,0,0,0,0,0,26.67,46.67,Beira-Rio,2025-07-20 11:00:00,0,1,334033,11,354,12,285,1753020000,26,True,False
2,8,77664,15,292,4,6,0.0,4.6,0.0,8.59,False,sergio-oliveira,Sérgio Oliveira,S. Oliveira,Sérgio Miguel Relvas de Oliveira,0,3,14,12,3,6,6,1,0,0,1,0,0,0,0,0,0,0,0,0,86.67,13.33,Ilha do Retiro,2025-07-20 17:30:00,1,0,334039,5,263,20,292,1753043400,26,True,False
3,11,89637,15,285,4,7,0.0,3.29,0.03,5.16,True,thiago-maia,Thiago Maia,T. Maia,Thiago Maia Alencar,1,1,15,8,0,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,26.67,46.67,Beira-Rio,2025-07-20 11:00:00,0,1,334033,11,354,12,285,1753020000,26,True,False
4,0,98306,15,287,4,5,0.0,0.0,0.0,3.0,False,val-soares,Val Soares,V. Soares,Valdemir de Oliveira Soares,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,40.0,Barradão,2025-07-20 16:00:00,0,1,334034,3,280,15,287,1753038000,26,True,False
5,6,111594,15,275,3,7,0.0,3.35,0.0,5.32,False,micael,Micael,Micael,Micael dos Santos Silva,0,1,4,7,1,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,46.67,33.33,Allianz Parque,2025-07-20 17:30:00,2,3,334029,9,282,4,275,1753043400,26,True,False
6,13,104027,15,2305,6,7,8.29,5.27,0.91,7.37,True,rafael-guanaes,Rafael Guanaes,R. Guanaes,Rafael Silva Guanaes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,46.67,73.33,Maião,2025-07-19 18:30:00,0,3,334031,17,277,7,2305,1752960600,26,True,False
7,9,84674,15,275,4,7,13.3,3.68,1.6,8.03,True,lucas-evangelista,Lucas Evangelista,L. Evangelista,Lucas Evangelista Santana de Oliveira,1,0,9,8,2,2,10,1,0,0,0,0,0,0,0,0,0,0,0,0,46.67,33.33,Allianz Parque,2025-07-20 17:30:00,2,3,334029,9,282,4,275,1753043400,26,True,False
8,0,141078,15,262,3,6,0.0,0.0,0.0,1.0,False,felipe-vieira,Felipe Vieira,F. Vieira,Felipe Vieira da Silva,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.67,66.67,Maracanã,2025-07-20 19:30:00,0,1,334027,8,266,2,262,1753050600,26,True,False
9,9,104134,15,287,5,2,1.7,2.6,-0.04,4.3,True,fabri,Fabri,Fabri,Fabrício do Rosário dos Santos,1,0,8,12,1,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,40.0,Barradão,2025-07-20 16:00:00,0,1,334034,3,280,15,287,1753038000,26,True,False
10,0,129317,15,287,4,6,0.0,0.0,0.0,2.0,False,felipe-cardoso,Felipe Cardoso,F. Cardoso,Felipe Cardoso,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,40.0,Barradão,2025-07-20 16:00:00,0,1,334034,3,280,15,287,1753038000,26,True,False
11,11,113687,15,292,4,6,0.0,1.51,0.0,2.61,False,du-queiroz,Du Queiroz,D. Queiroz,Eduardo Santos Queiroz,0,0,11,11,1,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,86.67,13.33,Ilha do Retiro,2025-07-20 17:30:00,1,0,334039,5,263,20,292,1753043400,26,True,False
12,8,105171,15,2305,5,6,0.0,1.03,0.0,2.93,False,fabricio-daniel,Fabrício Daniel,F. Daniel,Fabrício Daniel de Souza,0,0,0,5,2,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,46.67,73.33,Maião,2025-07-19 18:30:00,0,3,334031,17,277,7,2305,1752960600,26,True,False
13,1,110632,15,2305,5,6,0.0,-0.6,0.0,2.24,False,luiz-filipe,Luiz Filipe,L. Filipe,Luiz Filipe dos Reis Silva,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.67,73.33,Maião,2025-07-19 18:30:00,0,3,334031,17,277,7,2305,1752960600,26,True,False
14,4,141526,15,356,4,6,0.0,1.6,0.0,2.23,False,lucca-prior,Lucca Prior,L. Prior,Lucca Prior Pimenta,0,0,4,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,66.67,6.67,Castelão (CE),2025-07-19 16:00:00,1,1,334037,6,265,19,356,1752951600,26,True,False
15,5,130386,15,2305,5,6,0.0,0.84,0.0,2.65,False,maceio,Maceió,Maceió,Everton Leandro de Oliveira Santos,0,1,1,2,1,4,2,0,1,0,0,0,0,1,0,0,0,0,0,0,46.67,73.33,Maião,2025-07-19 18:30:00,0,3,334031,17,277,7,2305,1752960600,26,True,False
16,13,71631,15,275,1,7,-0.7,4.47,-0.25,7.86,True,weverton,Weverton,Weverton,Weverton Pereira da Silva,0,1,0,0,0,0,6,0,0,5,0,0,0,0,0,27,11,1,0,0,46.67,33.33,Allianz Parque,2025-07-20 17:30:00,2,3,334029,9,282,4,275,1753043400,26,True,False
17,6,107796,15,285,4,6,1.5,1.35,-0.24,2.97,True,diego-rosa,Diego Rosa,D. Rosa,Diego Gabriel Silva Rosa,0,0,5,4,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,26.67,46.67,Beira-Rio,2025-07-20 11:00:00,0,1,334033,11,354,12,285,1753020000,26,True,False
18,0,141156,15,292,4,6,0.0,0.0,0.0,1.0,False,adriel,Adriel,Adriel,Adriel Gomes do Nascimento,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.67,13.33,Ilha do Retiro,2025-07-20 17:30:00,1,0,334039,5,263,20,292,1753043400,26,True,False
19,5,92182,15,285,3,6,0.0,2.12,0.0,4.2,False,juninho,Juninho,Juninho,José Carlos Ferreira Júnior,0,1,4,1,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,26.67,46.67,Beira-Rio,2025-07-20 11:00:00,0,1,334033,11,354,12,285,1753020000,26,True,False
20,11,140541,15,276,4,6,0.0,2.85,0.0,4.22,False,lucas-ferreira,Lucas Ferreira,L. Ferreira,Lucas dos Santos Ferreira,0,0,13,8,3,2,16,0,0,0,0,1,0,0,0,0,0,0,0,0,33.33,26.67,Morumbis,2025-07-19 21:00:00,0,2,334030,10,264,14,276,1752969600,26,True,False
21,4,105900,15,356,5,6,0.0,2.07,0.0,3.9,False,allanzinho,Allanzinho,Allanzinho,Allan Victor Oliveira Mota,1,1,1,4,0,2,5,0,1,0,0,0,0,0,0,0,0,0,0,0,66.67,6.67,Castelão (CE),2025-07-19 16:00:00,1,1,334037,6,265,19,356,1752951600,26,True,False
22,0,117404,15,283,1,6,0.0,0.0,0.0,1.0,False,otavio,Otávio,Otávio,Otávio Eleodoro Rezende Costa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.67,73.33,Mineirão,2025-07-20 16:00:00,0,4,334032,18,286,1,283,1753038000,26,True,False
23,5,104640,15,2305,4,6,0.0,0.46,0.0,3.05,False,matheus-bianqui,Matheus Bianqui,M. Bianqui,Matheus Henrique Bianqui,0,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.67,73.33,Maião,2025-07-19 18:30:00,0,3,334031,17,277,7,2305,1752960600,26,True,False
24,6,106681,15,287,5,6,0.0,1.68,0.0,3.43,False,leo-pereira,Léo Pereira,L. Pereira,Leonardo Augusto dos Santos Pereira,0,0,4,5,1,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,33.33,40.0,Barradão,2025-07-20 16:00:00,0,1,334034,3,280,15,287,1753038000,26,True,False
25,1,133679,15,275,3,6,0.0,2.0,0.0,2.56,False,benedetti,Benedetti,Benedetti,Luiz Gustavo Roncholeta Benedetti,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.67,33.33,Allianz Parque,2025-07-20 17:30:00,2,3,334029,9,282,4,275,1753043400,26,True,False
26,13,132553,15,2305,3,7,5.0,4.49,0.76,5.21,True,jemmes,Jemmes,Jemmes,Jemmes Bruno Ribeiro da Silva,0,1,24,16,1,2,5,1,0,3,0,0,0,0,0,0,0,0,0,0,46.67,73.33,Maião,2025-07-19 18:30:00,0,3,334031,17,277,7,2305,1752960600,26,True,False
27,0,124400,15,2305,2,6,0.0,0.0,0.0,2.0,False,wesley-santos,Wesley Santos,W. Santos,Wesley Santos Silva,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.67,73.33,Maião,2025-07-19 18:30:00,0,3,334031,17,277,7,2305,1752960600,26,True,False
28,0,139001,15,275,4,5,0.0,0.0,0.0,2.0,False,figueiredo,Figueiredo,Figueiredo,Vitor dos Santos Figueiredo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.67,33.33,Allianz Parque,2025-07-20 17:30:00,2,3,334029,9,282,4,275,1753043400,26,True,False
29,8,85034,15,285,4,6,0.0,1.57,0.0,4.71,False,oscar-romero,Óscar Romero,O. Romero,Óscar David Romero Villamayor,1,1,2,1,1,4,5,0,0,0,0,0,0,1,0,0,0,0,0,0,26.67,46.67,Beira-Rio,2025-07-20 11:00:00,0,1,334033,11,354,12,285,1753020000,26,True,False
30,12,104204,15,2305,5,7,2.7,4.73,0.32,6.92,True,edson-carioca,Edson Carioca,E. Carioca,Edson Guilherme Mendes dos Santos,2,1,11,14,4,11,12,2,2,0,0,0,0,0,0,0,0,0,0,0,46.67,73.33,Maião,2025-07-19 18:30:00,0,3,334031,17,277,7,2305,1752960600,26,True,False
31,0,143295,15,262,4,6,0.0,0.0,0.0,2.0,False,joshua,Joshua,Joshua,Caio Joshua Lana de Andrade,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.67,66.67,Maracanã,2025-07-20 19:30:00,0,1,334027,8,266,2,262,1753050600,26,True,False
32,1,143350,15,283,4,6,0.0,0.0,0.0,0.91,False,murilo-rhikman,Murilo Rhikman,M. Rhikman,Murilo Rhikman Alves Pimentel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.67,73.33,Mineirão,2025-07-20 16:00:00,0,4,334032,18,286,1,283,1753038000,26,True,False
33,0,117061,15,2305,3,7,0.0,0.0,0.0,2.0,False,gabriel-knesowitsch,Gabriel Knesowitsch,G. Knesowitsch,Gabriel Knesowitsch,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.67,73.33,Maião,2025-07-19 18:30:00,0,3,334031,17,277,7,2305,1752960600,26,True,False
34,11,122302,15,2305,5,6,7.7,3.28,1.29,5.4,True,cristian,Cristian,Cristian,Cristian Renato Gonçalves Riquelme,1,2,4,8,8,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,46.67,73.33,Maião,2025-07-19 18:30:00,0,3,334031,17,277,7,2305,1752960600,26,True,False
35,9,141525,15,356,3,5,0.0,3.75,0.0,4.94,False,gustavo-mancha,Gustavo Mancha,G. Mancha,Gustavo Teixeira Lopes da Conceição,0,1,13,2,2,0,7,0,0,2,0,0,0,0,0,0,0,0,0,0,66.67,6.67,Castelão (CE),2025-07-19 16:00:00,1,1,334037,6,265,19,356,1752951600,26,True,False
36,4,130393,15,267,3,6,0.0,1.95,0.0,1.91,False,luiz-gustavo,Luiz Gustavo,L. Gustavo,Luiz Gustavo Marinho Ribeiro dos Santos,0,3,4,4,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,53.33,26.67,São Januário,2025-07-19 17:30:00,1,1,334028,13,284,16,267,1752957000,26,True,False
37,1,131518,15,276,5,6,0.0,0.5,0.0,1.09,False,henrique,Henrique,Henrique,Henrique Fabiano do Carmo,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,26.67,Morumbis,2025-07-19 21:00:00,0,2,334030,10,264,14,276,1752969600,26,True,False
38,1,121668,15,356,4,6,0.0,9.3,0.0,5.37,False,bruninho,Bruninho,Bruninho,Bruno César Pereira Silva,0,0,5,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,66.67,6.67,Castelão (CE),2025-07-19 16:00:00,1,1,334037,6,265,19,356,1752951600,26,True,False
39,1,123649,15,283,3,6,0.0,5.0,0.0,2.82,False,janderson,Janderson,Janderson,José Janderson da Silva Marques,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,26.67,73.33,Mineirão,2025-07-20 16:00:00,0,4,334032,18,286,1,283,1753038000,26,True,False
40,6,136306,15,285,4,6,0.9,1.8,-0.46,2.41,True,luis-otavio,Luis Otávio,L. Otávio,Luis Otávio Costa de Aquino,0,0,7,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,26.67,46.67,Beira-Rio,2025-07-20 11:00:00,0,1,334033,11,354,12,285,1753020000,26,True,False
41,0,143040,15,356,1,6,0.0,0.0,0.0,1.0,False,salvador,Salvador,Salvador,Eduardo Salvador Correia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.67,6.67,Castelão (CE),2025-07-19 16:00:00,1,1,334037,6,265,19,356,1752951600,26,True,False
42,4,130319,15,287,2,7,5.2,4.47,0.48,4.64,True,maykon,Maykon,Maykon,Maykon Kesley de Jesus Ramalho,0,1,2,7,1,1,2,0,0,3,0,0,0,0,0,0,0,0,0,0,33.33,40.0,Barradão,2025-07-20 16:00:00,0,1,334034,3,280,15,287,1753038000,26,True,False
43,0,125697,15,2305,3,6,0.0,0.0,0.0,1.0,False,leonan,Leonan,Leonan,Leonan Santos de Abreu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.67,73.33,Maião,2025-07-19 18:30:00,0,3,334031,17,277,7,2305,1752960600,26,True,False
44,3,141609,15,276,5,6,0.0,1.0,0.0,1.47,False,lucca,Lucca,Lucca,Lucca Marques Alencar,0,0,1,3,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,33.33,26.67,Morumbis,2025-07-19 21:00:00,0,2,334030,10,264,14,276,1752969600,26,True,False
45,1,137542,15,283,5,6,0.0,0.5,0.0,1.11,False,kaique-kenji,Kaique Kenji,K. Kenji,Kaique Kenji Takamura Correa,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,26.67,73.33,Mineirão,2025-07-20 16:00:00,0,4,334032,18,286,1,283,1753038000,26,True,False
46,0,141795,15,287,3,5,0.0,0.0,0.0,1.0,False,kauan,Kauan,Kauan,Kauan Santos Neves Coutinho,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,40.0,Barradão,2025-07-20 16:00:00,0,1,334034,3,280,15,287,1753038000,26,True,False
47,0,130280,15,267,1,6,0.0,0.0,0.0,1.0,False,phillipe-gabriel,Phillipe Gabriel,P. Gabriel,Phillipe Gabriel Pires de Oliveira,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.33,26.67,São Januário,2025-07-19 17:30:00,1,1,334028,13,284,16,267,1752957000,26,True,False
48,0,141405,15,267,2,6,0.0,0.0,0.0,1.0,False,avellar,Avellar,Avellar,Riquelme Avellar da Silva Fortes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.33,26.67,São Januário,2025-07-19 17:30:00,1,1,334028,13,284,16,267,1752957000,26,True,False
49,1,143488,15,285,5,6,0.0,0.0,0.0,0.91,False,raykkonen,Raykkonen,Raykkonen,Raykkonen Pereira Soares,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.67,46.67,Beira-Rio,2025-07-20 11:00:00,0,1,334033,11,354,12,285,1753020000,26,True,False
50,0,141467,15,285,2,6,0.0,0.0,0.0,1.0,False,pablo,Pablo,Pablo,Pablo Pereira da Costa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.67,46.67,Beira-Rio,2025-07-20 11:00:00,0,1,334033,11,354,12,285,1753020000,26,True,False
51,6,72391,15,267,6,6,4.57,4.8,0.25,9.49,True,fernando-diniz,Fernando Diniz,F. Diniz,Fernando Diniz Silva,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,53.33,26.67,São Januário,2025-07-19 17:30:00,1,1,334028,13,284,16,267,1752957000,26,True,False
52,2,134246,15,285,4,6,0.0,0.6,0.0,1.14,False,yago-noal,Yago Noal,Y. Noal,Yago Eduardo Noal Lopes,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.67,46.67,Beira-Rio,2025-07-20 11:00:00,0,1,334033,11,354,12,285,1753020000,26,True,False
53,0,141628,15,262,4,6,0.0,0.0,0.0,1.0,False,pablo-lucio,Pablo Lúcio,P. Lúcio,Pablo Lúcio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.67,66.67,Maracanã,2025-07-20 19:30:00,0,1,334027,8,266,2,262,1753050600,26,True,False
54,0,140494,15,262,4,6,0.0,0.0,0.0,1.0,False,joao-alves,João Alves,J. Alves,João Victor Alves Ferreira,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.67,66.67,Maracanã,2025-07-20 19:30:00,0,1,334027,8,266,2,262,1753050600,26,True,False
55,2,90370,15,356,4,6,-0.4,-0.2,-0.72,4.71,True,matheus-pereira,Matheus Pereira,M. Pereira,Matheus Pereira da Silva,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.67,6.67,Castelão (CE),2025-07-19 16:00:00,1,1,334037,6,265,19,356,1752951600,26,True,False
56,0,141614,15,276,5,6,0.0,0.0,0.0,1.0,False,paulinho,Paulinho,Paulinho,Paulo Sérgio Venuto Bezerra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,26.67,Morumbis,2025-07-19 21:00:00,0,2,334030,10,264,14,276,1752969600,26,True,False
57,0,107698,15,292,1,6,0.0,0.0,0.0,1.0,False,adriano,Adriano,Adriano,Antônio Adriano Nascimento de Sousa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.67,13.33,Ilha do Retiro,2025-07-20 17:30:00,1,0,334039,5,263,20,292,1753043400,26,True,False
58,0,141611,15,276,2,6,0.0,0.0,0.0,1.0,False,maik,Maik,Maik,Maik Gomes Viegas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,26.67,Morumbis,2025-07-19 21:00:00,0,2,334030,10,264,14,276,1752969600,26,True,False
59,2,92702,15,292,6,7,4.39,3.74,0.47,7.32,True,daniel-paulista,Daniel Paulista,D. Paulista,Daniel Pollo Barioni,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.67,13.33,Ilha do Retiro,2025-07-20 17:30:00,1,0,334039,5,263,20,292,1753043400,26,True,False
60,0,132560,15,287,1,6,0.0,0.0,0.0,1.0,False,davi-barbosa,Davi Barbosa,D. Barbosa,Davi Barbosa da Silva Novaes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,40.0,Barradão,2025-07-20 16:00:00,0,1,334034,3,280,15,287,1753038000,26,True,False
61,0,144561,15,356,4,6,0.0,0.0,0.0,1.0,False,lucas-emanoel,Lucas Emanoel,L. Emanoel,Lucas Emanoel de Abreu dos Reis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.67,6.67,Castelão (CE),2025-07-19 16:00:00,1,1,334037,6,265,19,356,1752951600,26,True,False
62,3,84735,15,262,4,7,1.2,0.93,-0.97,9.24,True,jorginho,Jorginho,Jorginho,Jorge Luiz Frello Filho,0,1,3,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,46.67,66.67,Maracanã,2025-07-20 19:30:00,0,1,334027,8,266,2,262,1753050600,26,True,False
63,1,111156,15,356,4,6,0.0,0.0,0.0,0.9,False,rodrigo-santos,Rodrigo Santos,R. Santos,Rodrigo Oliveira dos Santos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.67,6.67,Castelão (CE),2025-07-19 16:00:00,1,1,334037,6,265,19,356,1752951600,26,True,False
64,3,103912,15,276,6,7,10.63,6.6,1.32,10.53,True,hernan-crespo,Hernán Crespo,H. Crespo,Hernán Jorge Crespo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,33.33,26.67,Morumbis,2025-07-19 21:00:00,0,2,334030,10,264,14,276,1752969600,26,True,False
65,0,145000,15,287,4,6,0.0,0.0,0.0,1.0,False,lucas-lohan,Lucas Lohan,L. Lohan,Lucas Lohan dos Santos Verediana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,40.0,Barradão,2025-07-20 16:00:00,0,1,334034,3,280,15,287,1753038000,26,True,False
66,0,130620,15,287,4,6,0.0,0.0,0.0,1.0,False,edenilson,Edenílson,Edenílson,Edenílson Santos Nascimento Filho,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,40.0,Barradão,2025-07-20 16:00:00,0,1,334034,3,280,15,287,1753038000,26,True,False
67,2,97321,15,2305,5,6,4.3,2.35,0.7,5.43,True,alesson,Alesson,Alesson,Alesson dos Santos Batista,1,0,1,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,46.67,73.33,Maião,2025-07-19 18:30:00,0,3,334031,17,277,7,2305,1752960600,26,True,False
68,1,83251,15,285,2,6,0.0,5.0,0.0,7.37,False,alan-benitez,Alan Benítez,A. Benítez,Alan Max Benítez Domínguez,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,26.67,46.67,Beira-Rio,2025-07-20 11:00:00,0,1,334033,11,354,12,285,1753020000,26,True,False
69,1,145099,15,287,4,6,0.0,0.0,0.0,5.48,False,ruben-rodrigues,Rúben Rodrigues,R. Rodrigues,Rúben da Rocha Rodrigues,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,40.0,Barradão,2025-07-20 16:00:00,0,1,334034,3,280,15,287,1753038000,26,True,False
70,0,143253,15,287,5,6,0.0,0.0,0.0,1.0,False,wendell,Wendell,Wendell,Wendell dos Santos Sacramento,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,40.0,Barradão,2025-07-20 16:00:00,0,1,334034,3,280,15,287,1753038000,26,True,False
71,1,123738,15,356,5,6,2.3,2.3,0.45,5.45,True,herrera,Herrera,Herrera,José María Herrera Ares,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.67,6.67,Castelão (CE),2025-07-19 16:00:00,1,1,334037,6,265,19,356,1752951600,26,True,False
72,0,111757,15,356,4,6,0.0,0.0,0.0,3.0,False,ryan-guilherme,Ryan Guilherme,R. Guilherme,Ryan Guilherme da Silva Pae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.67,6.67,Castelão (CE),2025-07-19 16:00:00,1,1,334037,6,265,19,356,1752951600,26,True,False
73,3,111951,15,287,5,6,1.1,1.53,-0.46,5.5,True,renzo-lopez,Renzo López,R. López,Renzo López Patrón,0,0,2,4,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,33.33,40.0,Barradão,2025-07-20 16:00:00,0,1,334034,3,280,15,287,1753038000,26,True,False
74,0,143255,15,287,5,6,0.0,0.0,0.0,1.0,False,kauan-vitor,Kauan Vitor,K. Vitor,Kauan Vitor Silva Ferreira de Melo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,40.0,Barradão,2025-07-20 16:00:00,0,1,334034,3,280,15,287,1753038000,26,True,False
75,2,90608,15,2305,5,7,9.3,8.75,1.77,8.64,True,chico-da-costa,Chico da Costa,C. Costa,Francisco da Costa Aragão,0,0,0,2,0,1,3,2,2,0,0,0,0,0,0,0,0,0,0,0,46.67,73.33,Maião,2025-07-19 18:30:00,0,3,334031,17,277,7,2305,1752960600,26,True,False
76,0,141161,15,292,4,6,0.0,0.0,0.0,1.0,False,gago,Gago,Gago,Luiz Henrique Duarte Batista,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.67,13.33,Ilha do Retiro,2025-07-20 17:30:00,1,0,334039,5,263,20,292,1753043400,26,True,False
77,0,141153,15,292,3,6,0.0,0.0,0.0,1.0,False,riquelme,Riquelme,Riquelme,Riquelme Felipe da Silva de Oliveira,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.67,13.33,Ilha do Retiro,2025-07-20 17:30:00,1,0,334039,5,263,20,292,1753043400,26,True,False
78,2,112863,15,275,5,6,0.8,0.35,-0.71,7.48,True,ramon-sosa,Ramón Sosa,R. Sosa,Ramón Sosa Acosta,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,46.67,33.33,Allianz Parque,2025-07-20 17:30:00,2,3,334029,9,282,4,275,1753043400,26,True,False
79,0,141150,15,292,3,6,0.0,0.0,0.0,1.0,False,rafinha,Rafinha,Rafinha,Rafael Lima da Silva,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.67,13.33,Ilha do Retiro,2025-07-20 17:30:00,1,0,334039,5,263,20,292,1753043400,26,True,False
80,1,141162,15,292,4,6,0.0,2.8,0.0,1.99,False,jefinho,Jefinho,Jefinho,Jefferson Borges do Nascimento,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,86.67,13.33,Ilha do Retiro,2025-07-20 17:30:00,1,0,334039,5,263,20,292,1753043400,26,True,False
81,0,71123,15,267,4,6,0.0,0.0,0.0,7.0,False,thiago-mendes,Thiago Mendes,T. Mendes,Thiago Henrique Mendes Ribeiro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.33,26.67,São Januário,2025-07-19 17:30:00,1,1,334028,13,284,16,267,1752957000,26,True,False
82,0,141154,15,292,3,6,0.0,0.0,0.0,1.0,False,felype-gabriel,Felype Gabriel,F. Gabriel,Felype Gabriel Alencar Carvalho,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.67,13.33,Ilha do Retiro,2025-07-20 17:30:00,1,0,334039,5,263,20,292,1753043400,26,True,False
83,0,141874,15,292,4,6,0.0,0.0,0.0,1.0,False,dede,Dedé,Dedé,Josenildo José dos Santos Neto,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.67,13.33,Ilha do Retiro,2025-07-20 17:30:00,1,0,334039,5,263,20,292,1753043400,26,True,False
